city,state,latitude,longitude,hour,day_of_week,month,temperature,humidity,wind_speed,visibility,precipitation,pressure,traffic_density,road_type_highway,road_type_arterial,road_type_collector,road_type_local,weather_condition_numeric,population_density,seismic_zone,seismic_zone_risk,coastal,earthquake_risk,tsunami_risk,risk_level,severity_level
Hyderabad,Telangana,17.476276018839055,78.56791189624504,3,1,7,23.784501197028234,63.98740267682249,33.17660704124331,11.012984887348422,0.8617939642639211,1005.864553145948,0.8118685054620508,1,0,0,0,0,10000.0,2,0.4,0,0.0,0.0,2,2
Hyderabad,Telangana,17.33632383646789,78.5529662624227,18,4,11,33.82599653625148,82.68493081453184,0.5128023799514799,3.595713702438666,0.3843467028159769,1023.0333611255622,0.8232462170323052,0,1,0,0,2,10000.0,2,0.4,0,0.0,0.0,1,2
Hyderabad,Telangana,17.473739241983534,78.497799586181,22,3,5,45.07575055866391,53.02971938130912,6.754412973914046,11.428681599421495,0.15170275879258452,1006.9769339899352,0.42612195955779175,0,0,0,1,1,10000.0,2,0.4,0,0.0,0.0,0,0
Hyderabad,Telangana,17.415866225095176,78.5741806408964,14,1,1,30.58910315374643,54.77734037725957,3.043209644162105,8.808568807451117,0.038063634513031706,1017.0680986734768,0.5858499287524233,0,1,0,0,1,10000.0,2,0.4,0,0.0,0.0,0,0
Hyderabad,Telangana,17.4746056009289,78.39326584474136,22,4,6,20.011750366825993,46.22887695876202,1.3310273948503362,3.361813097091204,0.871264201472959,1005.9020415096361,0.7271871076660512,1,0,0,0,1,10000.0,2,0.4,0,0.0,0.0,2,1
Hyderabad,Telangana,17.456440383659732,78.5666601563468,15,0,4,31.90864951922999,79.01961697462548,12.575436067010672,2.2984740618876094,1.8351387066298015,1009.7957381226549,0.8246188309073568,1,0,0,0,0,10000.0,2,0.4,0,0.0,0.0,1,0
Hyderabad,Telangana,17.343043616260694,78.55959694317195,1,1,8,21.5391292283346,86.84537036185212,5.39221570812626,14.830652534788882,0.30584323266495467,993.1047281590634,0.6178436422722974,0,0,0,1,0,10000.0,2,0.4,0,0.0,0.0,1,1
Hyderabad,Telangana,17.290926271583178,78.5841682567678,12,5,3,30.466127451259144,42.04148862773064,14.119555556546757,9.323342585964665,1.6151860116924364,1002.429931152207,0.5581312327573558,0,0,1,0,0,10000.0,2,0.4,0,0.0,0.0,0,0
Hyderabad,Telangana,17.301032703732794,78.462866259215,23,3,12,43.55763696143026,89.508414036797,0.705193433700527,14.301018395392145,1.556342628126601,1007.5314383047568,0.7939913668285755,0,0,1,0,2,10000.0,2,0.4,0,0.0,0.0,2,1
Hyderabad,Telangana,17.42190530484214,78.57194919706376,3,1,7,35.53271275022776,46.142288804395804,3.653826049388169,14.85479412270793,8.279455728764235,1000.5729586505721,0.5353684593683522,1,0,0,0,1,10000.0,2,0.4,0,0.0,0.0,1,0
Hyderabad,Telangana,17.369461623247545,78.55610853619498,11,0,12,29.702467521569105,83.42955422802456,1.7942792714513716,16.045588502112615,0.5238675104737247,1031.5576512795396,0.6039759979584696,1,0,0,0,0,10000.0,2,0.4,0,0.0,0.0,0,1
Hyderabad,Telangana,17.449920280840203,78.43829952949702,19,5,9,20.753930087904983,89.85235010273146,1.4458320246488476,14.46048615942924,1.3639231089296433,1034.7195996412468,0.8190611349406617,0,0,0,1,0,10000.0,2,0.4,0,0.0,0.0,1,1
Hyderabad,Telangana,17.435190727991937,78.3903413235839,23,6,1,15.244628997487323,64.40904198902379,1.3054924985681169,6.571492339869652,0.6700988333171878,1020.227663686129,0.4318391524819937,0,1,0,0,0,10000.0,2,0.4,0,0.0,0.0,2,1
Hyderabad,Telangana,17.47351231479182,78.49101838917191,3,6,1,19.526497272399528,51.482945665628606,26.822230479106853,7.68228537422506,0.5500850424649781,1018.1666070740289,0.6642359799564117,0,1,0,0,1,10000.0,2,0.4,0,0.0,0.0,0,0
Hyderabad,Telangana,17.293396382470437,78.42876617670959,21,5,5,24.11392075790871,76.12455280607367,15.448967852824687,17.46681859226746,0.3191086402936259,999.3892095414983,0.7426297363902783,0,0,1,0,4,10000.0,2,0.4,0,0.0,0.0,1,2
Hyderabad,Telangana,17.48311125942892,78.57153461720556,23,2,3,28.03563165575064,58.01557394290353,10.36184543543683,17.600221560220877,1.6966818951425615,1020.9152825778391,0.8464431174304724,0,0,1,0,4,10000.0,2,0.4,0,0.0,0.0,2,1
Hyderabad,Telangana,17.39088145033352,78.46163362933899,21,5,8,33.37267031831379,49.30909624226713,26.714791426430033,8.045981212254034,2.7477941335672034,986.878701093654,0.9837221910194771,0,0,0,1,1,10000.0,2,0.4,0,0.0,0.0,1,0
Hyderabad,Telangana,17.47604804716582,78.51448059631176,4,3,8,39.64938403447701,48.475670190923054,18.095209945894275,17.35837825147963,4.151087693408264,1010.0494709967442,0.8291033958124073,1,0,0,0,0,10000.0,2,0.4,0,0.0,0.0,2,2
Hyderabad,Telangana,17.459644735401536,78.49491557579438,13,6,4,18.784118449410897,72.82531258242551,3.8414142561330884,9.54772466671507,0.1635898656506353,1023.6312765052799,0.7539171088544079,1,0,0,0,1,10000.0,2,0.4,0,0.0,0.0,1,1
Hyderabad,Telangana,17.361641134353288,78.58110413770324,4,1,10,23.349906456583795,46.42154620987484,12.400023374206883,10.70458415683876,0.2583151480919516,1029.8348160901805,0.6896089767836555,1,0,0,0,0,10000.0,2,0.4,0,0.0,0.0,1,1
Hyderabad,Telangana,17.447046062089278,78.38858489361702,17,1,6,18.40879117691486,61.74076645336264,17.029992555618062,14.334618474091174,1.1433802091359664,1025.3509430836305,0.24566209986921042,0,0,1,0,2,10000.0,2,0.4,0,0.0,0.0,0,1
Hyderabad,Telangana,17.29995437746978,78.51117015748018,13,3,1,23.40384549036933,66.4803628095447,6.441367764346219,15.822204831908008,0.16261542180285804,1030.9587300055107,0.6327487929775959,0,0,1,0,2,10000.0,2,0.4,0,0.0,0.0,1,0
Hyderabad,Telangana,17.453048252847207,78.53994935602104,11,6,12,23.116644815197194,49.60543928857092,11.813381615765369,11.325758404545779,0.053799597376079554,1011.4399460989174,0.9516234345029445,1,0,0,0,0,10000.0,2,0.4,0,0.0,0.0,1,1
Hyderabad,Telangana,17.33409900570073,78.52292611427,21,2,12,19.962924761916543,74.50505211649269,1.3454442280550616,9.624036389353607,0.3166086402789016,1019.4940926989655,0.8171379432604297,1,0,0,0,0,10000.0,2,0.4,0,0.0,0.0,1,1
Hyderabad,Telangana,17.31560453047565,78.52693486141635,15,1,9,32.82156943926616,89.66292141260914,10.482574767922285,15.697413740238284,1.4151923769830659,1012.6167670960067,0.4976160635141223,0,1,0,0,3,10000.0,2,0.4,0,0.0,0.0,0,0
Hyderabad,Telangana,17.477382836120075,78.42338502293798,0,4,11,30.253327866696928,40.25384786067286,6.591556612458791,6.359943528626625,0.3046199752704332,1032.4066902109462,0.6111839666097908,0,0,1,0,1,10000.0,2,0.4,0,0.0,0.0,1,1
Hyderabad,Telangana,17.353936948405508,78.40797052794115,12,6,7,28.848727707840375,85.17117275137036,11.770755425458644,4.574094541882954,6.186589159790637,1004.2068754227961,0.8783012379871996,0,0,1,0,0,10000.0,2,0.4,0,0.0,0.0,1,0
Hyderabad,Telangana,17.28987891982297,78.4082064386758,21,6,11,32.3208883177833,73.83642196328023,4.1017911699001965,17.035677460802297,0.6842255484007277,986.5265981437532,0.6765446077016934,0,0,0,1,1,10000.0,2,0.4,0,0.0,0.0,1,1
Hyderabad,Telangana,17.41856565377012,78.39717348933667,11,5,4,25.749372054131694,74.48913443522542,7.444249284986984,1.893291207262861,0.06424468964476403,1025.493795195312,0.913637200449755,0,0,1,0,1,10000.0,2,0.4,0,0.0,0.0,1,0
Hyderabad,Telangana,17.31836716876696,78.48946709970126,1,3,12,29.595390152904212,74.80636014716367,12.155165373188941,8.741034107902259,0.5655595153822182,1008.8866258484984,0.9294733875364473,0,0,0,1,3,10000.0,2,0.4,0,0.0,0.0,2,3
Hyderabad,Telangana,17.3451295078139,78.55313285495234,20,0,12,27.773459031390125,85.83528918937405,7.0068386987819595,8.189452593438924,0.5389612100118455,999.335080869263,0.25892987713363663,0,0,1,0,2,10000.0,2,0.4,0,0.0,0.0,0,1
Hyderabad,Telangana,17.399941559463137,78.48445947898601,20,2,2,41.79011904915566,66.84470276756264,1.8742892773495126,9.029822808943416,0.04763714920390728,1009.9018267632063,0.8101182833482875,0,1,0,0,0,10000.0,2,0.4,0,0.0,0.0,1,0
Hyderabad,Telangana,17.462442194561998,78.53487300494854,20,6,4,40.925941564141056,89.18769663127188,1.6864529976223317,11.427645885481207,1.9848750617543585,986.5863265524615,0.955060928719771,0,0,0,1,1,10000.0,2,0.4,0,0.0,0.0,1,1
Hyderabad,Telangana,17.475858105664052,78.57157749039527,5,1,7,44.41445850003083,49.60357149101132,1.2935384440128423,6.778596261913835,3.4506065468660485,1035.4569163056235,0.768692021160044,0,1,0,0,5,10000.0,2,0.4,0,0.0,0.0,2,2
Hyderabad,Telangana,17.375616734581143,78.39721786212469,10,2,11,24.681364938980984,89.15718339654549,8.305549422680972,14.108909082036838,0.7803208380148288,1030.0396907623508,0.4717706621799787,0,1,0,0,0,10000.0,2,0.4,0,0.0,0.0,0,0
Hyderabad,Telangana,17.306768933144003,78.46096554738631,10,2,6,22.63498115682503,68.67251780433674,1.961834086866342,7.353633428006761,4.5105146340990405,983.2367657780977,0.3939089521191441,0,0,0,1,2,10000.0,2,0.4,0,0.0,0.0,0,0
Hyderabad,Telangana,17.29343502741057,78.40732257193326,2,6,6,27.33787357113282,66.81728591535443,6.609022903910846,13.673846979838421,1.0512059646901304,1013.87764255818,0.3894009356748251,0,0,1,0,1,10000.0,2,0.4,0,0.0,0.0,1,1
Hyderabad,Telangana,17.399456126085276,78.48267535222665,13,1,3,23.62400278788431,63.67541075985429,1.6873111299097923,8.179325531292926,0.3831798250316747,1019.5571032908782,0.663996657519785,1,0,0,0,2,10000.0,2,0.4,0,0.0,0.0,1,0
Hyderabad,Telangana,17.32452569628351,78.41969164422756,15,3,5,11.49743156179688,60.13117265718171,2.7200959720325075,18.88292680818387,1.1497851188710988,996.4091443415073,0.6144795743666851,0,1,0,0,1,10000.0,2,0.4,0,0.0,0.0,0,0
Hyderabad,Telangana,17.47469717185861,78.49772833397559,23,0,7,23.950318193278868,53.111239425941825,8.915506287425915,11.351385406273563,1.2701516787663987,1009.7561817204826,0.845819603388772,1,0,0,0,0,10000.0,2,0.4,0,0.0,0.0,1,0
Hyderabad,Telangana,17.45140655269062,78.50135595433866,7,4,2,27.886955219178166,77.93436866204843,15.272896132448277,18.496122035141006,0.1960634759412429,1025.4185104054177,0.8150596958747622,1,0,0,0,3,10000.0,2,0.4,0,0.0,0.0,2,2
Hyderabad,Telangana,17.383149046976193,78.52838515724082,15,3,8,26.483163822108615,43.085929209778875,16.097052758362295,19.401461443416434,10.687793719291717,1006.6135009855897,0.6404686078604018,1,0,0,0,0,10000.0,2,0.4,0,0.0,0.0,0,0
Ahmedabad,Gujarat,22.99442818852717,72.63960953842751,5,0,10,36.79576725111742,42.76407043438006,1.5195024255787206,15.377720136837311,1.0459168992490104,988.6105261639934,0.6224625717794335,0,1,0,0,1,8000.0,3,0.6,0,0.2,0.0,1,0
Ahmedabad,Gujarat,22.955207257148658,72.55731843045817,17,6,5,21.93203537851387,59.92808282475636,20.758905979971832,17.60669465774366,0.036929135749649684,1006.022382623242,0.6712236232664907,0,0,0,1,0,8000.0,3,0.6,0,0.2,0.0,0,0
Ahmedabad,Gujarat,23.037466845991762,72.65335086946784,16,3,6,18.141411964428123,77.14148574718675,15.120927276969155,12.559397460930247,1.2874075271198715,1009.9600254376975,0.3708910129020458,0,0,1,0,1,8000.0,3,0.6,0,0.2,0.0,0,0
Ahmedabad,Gujarat,23.03662316944255,72.608899278931,11,4,11,28.414885212548278,66.612030786067,7.177950182332927,3.093131697409143,0.20564125527508695,1028.1851404104088,0.9282879835617359,0,1,0,0,0,8000.0,3,0.6,0,0.2,0.0,0,0
Ahmedabad,Gujarat,23.032179942767037,72.606257099914,1,0,12,32.77682073886129,50.48698448151998,4.978938552294017,3.661259343801923,0.41532239670732507,1018.0843441127194,0.3047697407034955,0,0,0,1,2,8000.0,3,0.6,0,0.2,0.0,1,1
Ahmedabad,Gujarat,22.985522996841354,72.62140661595194,18,2,3,10.414525371152465,48.51116090417628,11.564669792742318,3.686512858103119,0.008010261398841497,1005.6696502345748,0.8887642216997715,0,1,0,0,0,8000.0,3,0.6,0,0.2,0.0,1,2
Ahmedabad,Gujarat,23.048991197457237,72.64828668616511,12,3,8,38.13353434274067,50.30080005453854,2.2119121459151225,9.015517198617454,1.6640626147990785,1044.2394241875659,0.7957191621323202,0,0,0,1,0,8000.0,3,0.6,0,0.2,0.0,1,1
Ahmedabad,Gujarat,23.085968347864405,72.6096227355233,11,1,3,25.173744866899877,81.67358626580352,5.713733829905422,16.802548636062212,0.58623269293784,989.9776166021555,0.5714352673534014,0,1,0,0,1,8000.0,3,0.6,0,0.2,0.0,0,0
Ahmedabad,Gujarat,22.9464856446955,72.54306270500294,14,2,8,17.01961381235755,56.98169753351051,20.464199297614712,18.605924786576924,0.12153977913364948,1036.6782952302508,0.9150610977126182,0,0,1,0,0,8000.0,3,0.6,0,0.2,0.0,1,1
Ahmedabad,Gujarat,23.093442681815063,72.52271273790154,20,4,7,16.859926343300994,47.98885737349911,15.432431461883574,7.433393901941237,0.05004764870939367,1031.7083786893304,0.5645807038614299,0,0,1,0,1,8000.0,3,0.6,0,0.2,0.0,0,0
Ahmedabad,Gujarat,22.958132300622264,72.60170198110526,16,4,7,20.308657898916767,68.56929176124143,3.9299544107065385,7.23695744745781,3.863382346842192,1000.9644241078104,0.9127424001728444,1,0,0,0,1,8000.0,3,0.6,0,0.2,0.0,1,0
Ahmedabad,Gujarat,23.068550392122123,72.66571529198224,16,2,4,32.316693448092124,55.407090029148236,42.62873860243798,4.510792710189958,0.07544700199581254,1007.5541787035464,0.4669912281163546,0,1,0,0,2,8000.0,3,0.6,0,0.2,0.0,1,1
Ahmedabad,Gujarat,22.996983494171054,72.56395738789678,20,6,6,35.40660865075645,74.1890368197601,28.887946162627237,10.968182568687011,0.33235940100946226,1016.2692343792681,0.5483969038872617,0,0,1,0,1,8000.0,3,0.6,0,0.2,0.0,1,0
Ahmedabad,Gujarat,22.98981095859849,72.54598137104786,2,6,7,28.452815157643133,72.73870501299575,4.126360121933597,1.9422089505630513,2.8116978617638018,1013.1801903136324,0.646376399240875,0,0,1,0,1,8000.0,3,0.6,0,0.2,0.0,1,0
Ahmedabad,Gujarat,22.98686159247308,72.61574446229311,22,0,10,27.723199492943053,62.22257745034871,10.939390488647398,13.692981424487748,0.8861429343921507,1020.830844362294,0.9259048221832068,0,0,0,1,2,8000.0,3,0.6,0,0.2,0.0,2,1
Ahmedabad,Gujarat,22.97716356128109,72.50678994282566,1,5,1,25.738327322223792,81.42761378396796,7.580670228349785,16.969288469917544,0.1793640586315998,985.6027689182246,0.878362641497366,1,0,0,0,1,8000.0,3,0.6,0,0.2,0.0,2,0
Ahmedabad,Gujarat,22.941775258404682,72.66345358778864,4,4,4,38.33173883462927,82.49265515467457,0.6563231106347761,14.643603346743756,0.8837820241783705,1009.0432436507829,0.6060536269976704,0,0,1,0,2,8000.0,3,0.6,0,0.2,0.0,2,2
Ahmedabad,Gujarat,23.095306338952696,72.47667027689411,4,2,7,24.21503830760998,86.00209420883935,4.906903843630227,8.287281679763918,0.6956708668767647,1006.9228771786638,0.8534705075929415,0,0,0,1,0,8000.0,3,0.6,0,0.2,0.0,2,2
Ahmedabad,Gujarat,22.949657349027945,72.59338893408908,3,6,1,30.361558772197057,82.47636543556095,6.676401079848211,10.85778244261206,0.3983912598539015,1016.8034212984317,0.9166171977172247,1,0,0,0,1,8000.0,3,0.6,0,0.2,0.0,3,2
Ahmedabad,Gujarat,23.096569124193653,72.6220673783862,5,1,12,32.465802289140136,76.3022831550007,18.341345377438863,10.296813008235825,1.4874242321704123,1001.1814210401757,0.5383152512245131,1,0,0,0,1,8000.0,3,0.6,0,0.2,0.0,1,1
Ahmedabad,Gujarat,22.99426470333587,72.50260907164508,10,4,5,35.27204653903384,52.85189576267251,4.008027573491874,10.91417394618532,0.1514067736453261,993.6224494694176,0.7418863898363125,0,1,0,0,0,8000.0,3,0.6,0,0.2,0.0,1,1
Ahmedabad,Gujarat,23.102217309162445,72.57500115778019,7,4,1,23.415527613632314,53.88264008622103,10.560639774292618,16.653848817910955,0.04560200826711905,997.7945195518276,0.901087915831017,0,1,0,0,2,8000.0,3,0.6,0,0.2,0.0,1,1
Ahmedabad,Gujarat,23.061663301012462,72.65191499704822,5,5,2,44.03922054386331,61.897470188512116,0.4445791982859007,15.829865373804534,0.664583998411922,991.1144490360407,0.754200378548025,0,1,0,0,0,8000.0,3,0.6,0,0.2,0.0,2,2
Ahmedabad,Gujarat,23.10853114905375,72.48760689672764,9,2,12,24.85863795835567,69.58696322294016,14.287964301377539,8.384293410769821,1.6480047062861316,1014.8167072628195,0.6749096009084093,0,1,0,0,0,8000.0,3,0.6,0,0.2,0.0,0,0
Ahmedabad,Gujarat,23.04504461697708,72.62629896394095,23,1,6,37.33390566584818,50.70398741473877,5.587461758493859,15.559770604526282,1.0389900877048697,982.1933581391792,0.8950601856825703,0,1,0,0,1,8000.0,3,0.6,0,0.2,0.0,1,1
Ahmedabad,Gujarat,23.010401495809106,72.66177098584558,4,4,9,25.983887400743285,60.469044179885536,6.052063984288406,12.580964292960747,1.382393667182138,988.6741344469102,0.5785401364728747,0,0,1,0,0,8000.0,3,0.6,0,0.2,0.0,1,1
Ahmedabad,Gujarat,22.953992438189097,72.515970832051,12,4,11,18.053602634610062,59.556383709190015,0.7966347899869195,8.613242326970465,0.06027774620970874,997.8836856854018,0.9055835367488697,0,1,0,0,1,8000.0,3,0.6,0,0.2,0.0,1,1
Ahmedabad,Gujarat,23.050658220864154,72.54294597106349,3,2,5,39.595717202999126,64.27232155524793,1.7455688287090751,14.796801165799362,0.9630194222108751,1033.1981384582475,0.7810425573945438,1,0,0,0,0,8000.0,3,0.6,0,0.2,0.0,2,2
Ahmedabad,Gujarat,22.983137484800903,72.49020640657605,8,2,5,35.976781040532835,87.091420805825,3.420236882816358,6.9759375131325925,0.8640819799229339,1017.6966728886806,0.5846750039436459,0,1,0,0,0,8000.0,3,0.6,0,0.2,0.0,0,0
Ahmedabad,Gujarat,22.926675511367353,72.61263141116669,2,6,5,31.90685774546588,54.98365775063176,4.289424914162508,2.290741225608624,0.17528485286247492,1033.9290706223094,0.8446120924089804,1,0,0,0,1,8000.0,3,0.6,0,0.2,0.0,2,2
Ahmedabad,Gujarat,23.108473580033213,72.59802167265143,16,0,5,16.504497796769954,86.66170703875167,22.823487591185092,10.696686018650336,0.03691431713411219,982.8355470992831,0.6985113224289918,0,0,0,1,3,8000.0,3,0.6,0,0.2,0.0,1,1
Ahmedabad,Gujarat,23.078763139642575,72.62933069793944,12,6,4,36.306786696596824,41.76432981552744,7.09484481606999,8.273695544704886,0.21067100156912727,1019.6767596963131,0.7085926395898896,0,0,1,0,0,8000.0,3,0.6,0,0.2,0.0,1,0
Ahmedabad,Gujarat,22.97784462547673,72.59557273438604,8,6,12,23.12179404038286,51.29690769184684,2.622881691195442,6.99844027550337,0.624770769459611,1025.7428354617234,0.491881568067077,0,1,0,0,0,8000.0,3,0.6,0,0.2,0.0,0,1
Ahmedabad,Gujarat,22.95175329804319,72.57096015129066,12,4,1,19.44225503092246,55.612243748924506,19.74332360354555,14.125782045142044,0.17085534197288602,1007.6348867265715,0.8080171022305443,0,1,0,0,3,8000.0,3,0.6,0,0.2,0.0,1,2
Ahmedabad,Gujarat,22.94174917420434,72.66731238818139,14,3,6,28.047507367813104,85.55495989067717,3.2910570099137795,12.85569607483138,1.3832524897329166,1023.8041932907291,0.6456320663725412,1,0,0,0,0,8000.0,3,0.6,0,0.2,0.0,0,0
Ahmedabad,Gujarat,23.02854782837116,72.62600042859286,4,0,11,26.348598406840793,76.28250909397579,42.95149639293466,13.874222063014077,0.0226891568423868,991.6713636343861,0.6986438899862718,1,0,0,0,0,8000.0,3,0.6,0,0.2,0.0,0,1
Ahmedabad,Gujarat,22.941065356154763,72.51107891658592,21,3,8,24.645905838166637,82.34187422134573,21.8933621058208,16.734486224721763,1.3085528349634405,990.8134229620854,0.8930489083421883,0,0,1,0,3,8000.0,3,0.6,0,0.2,0.0,1,1
Ahmedabad,Gujarat,22.922784660344355,72.6658837204117,23,2,7,15.018211480073502,69.71449732531931,0.9150407473442751,8.503437269468908,1.058218801419771,985.9914900397597,0.6280692525488999,0,0,0,1,1,8000.0,3,0.6,0,0.2,0.0,0,0
Ahmedabad,Gujarat,23.086041756046427,72.5570525395217,6,3,3,17.761144752325684,87.03600550074887,8.012505421096254,9.280038028655397,0.25470086344436726,1038.8007383473303,0.5854068125031571,0,1,0,0,1,8000.0,3,0.6,0,0.2,0.0,0,0
Ahmedabad,Gujarat,22.943663033963308,72.66150111610995,21,5,11,29.542790665671923,62.016318715404026,7.506642143990854,3.6060966805353893,1.8049839290867973,967.069985672371,0.8812476944314245,0,0,0,1,1,8000.0,3,0.6,0,0.2,0.0,1,1
Chennai,Tamil Nadu,13.028006336984708,80.36913651920071,17,3,12,38.80604207084768,75.88321016203548,1.7364185353807162,5.618561975995128,0.1387990382975158,1013.4632738755218,0.658646324096331,0,0,1,0,5,11000.0,3,0.6,1,0.0,0.0,1,0
Chennai,Tamil Nadu,13.061946984000876,80.17780718066885,1,1,5,27.285040050655837,41.19009435142296,3.8264317594040893,16.81413142706863,0.7207800818150983,993.2344982737148,0.42661643779417413,1,0,0,0,3,11000.0,3,0.6,1,0.0,0.0,2,2
Chennai,Tamil Nadu,13.025732657519832,80.18799820166642,21,4,4,22.75167780490422,63.31862139467289,2.3395309234899027,17.074856772766534,0.17056237729089319,1010.379616485763,0.6098819471242585,0,1,0,0,0,11000.0,3,0.6,1,0.0,0.0,0,0
Chennai,Tamil Nadu,13.159711532455361,80.32154468170295,3,3,2,14.035741879252704,77.54045062663675,6.8395298532594,1.040728466307675,0.4726967151285832,1003.4843409379437,0.6964574723781822,0,1,0,0,0,11000.0,3,0.6,1,0.0,0.0,2,2
Chennai,Tamil Nadu,13.066068353137167,80.24802736615693,13,0,9,22.788004063247453,76.41276896067305,2.2721759495553058,18.679513818951122,0.6714902006941593,1013.4454598626185,0.9721269580666585,0,1,0,0,1,11000.0,3,0.6,1,0.0,0.0,1,1
Chennai,Tamil Nadu,13.05637737338905,80.2488663250279,11,1,10,35.700900986137036,63.37972141398679,1.4381744272751082,15.41821533919983,0.06976558218829447,1011.5984522129557,0.8012431394009637,1,0,0,0,2,11000.0,3,0.6,1,0.0,0.0,2,1
Chennai,Tamil Nadu,13.045269814657269,80.26311665681786,23,0,6,18.033571872487386,81.07665693883973,11.50210850682482,16.66920754022346,0.7652324892801124,1031.9079921118478,0.9234738265159746,0,1,0,0,0,11000.0,3,0.6,1,0.0,0.0,2,1
Chennai,Tamil Nadu,13.157592303526837,80.2211865111032,22,6,9,27.540137110174083,57.017632044824225,3.8963657829962246,4.257997444166544,3.0189172289212056,989.6967311615014,0.859746722310772,0,0,0,1,1,11000.0,3,0.6,1,0.0,0.0,2,2
Chennai,Tamil Nadu,13.104394251968776,80.35222077596603,11,6,11,14.810387559195256,69.27951770961346,3.029311011904145,16.800335915647672,0.4399306557087669,979.8764215552853,0.668520341943033,0,0,0,1,5,11000.0,3,0.6,1,0.0,0.0,1,1
Chennai,Tamil Nadu,13.046621688150308,80.35369662575992,23,5,1,26.638765506495766,80.81698695561919,9.802757364826046,3.736551496493436,0.384212270286025,1002.6566431098908,0.9677326544170017,0,0,1,0,2,11000.0,3,0.6,1,0.0,0.0,3,3
Chennai,Tamil Nadu,13.13028041006473,80.28774926171667,2,1,10,29.90915476717737,49.81883507502846,1.8637515571112049,3.762720567826527,0.15005725113653007,996.2325629089493,0.7633797390062351,0,0,1,0,2,11000.0,3,0.6,1,0.0,0.0,3,2
Chennai,Tamil Nadu,13.059188792630591,80.21694715756136,4,0,2,30.343766384669067,72.63523090453414,3.7552626980829458,12.994078715986928,0.12183960144043508,1004.6213298272984,0.4923653961338956,0,0,1,0,2,11000.0,3,0.6,1,0.0,0.0,2,2
Chennai,Tamil Nadu,13.066557251455558,80.32740250368975,17,5,1,35.438783067855056,67.97387165196793,8.522683907804025,3.2395864728927455,0.2558669540460348,972.0829621628585,0.448754441300324,0,1,0,0,5,11000.0,3,0.6,1,0.0,0.0,1,1
Chennai,Tamil Nadu,13.043058276107487,80.26173896495574,13,2,2,22.964503162531393,51.54637700627468,4.524985520153138,7.797881624001911,0.1411375439281809,990.2475202533535,0.6758146113511428,0,0,1,0,0,11000.0,3,0.6,1,0.0,0.0,1,1
Chennai,Tamil Nadu,13.1309956431854,80.25546825963228,5,5,1,49.306103385011085,40.420502687714986,9.92347743072068,8.73311052288821,0.5402527835117493,1015.7214773739271,0.8133084229866252,1,0,0,0,0,11000.0,3,0.6,1,0.0,0.0,3,3
Chennai,Tamil Nadu,13.066696600543438,80.27098769528067,2,5,12,36.25845010655142,46.22121395603533,0.2495259539099157,13.692893343771429,0.3231981718796438,1017.9810924642888,0.8084296856438418,0,0,0,1,1,11000.0,3,0.6,1,0.0,0.0,3,2
Chennai,Tamil Nadu,13.125622030508135,80.29378128394391,21,1,12,13.417514576907744,85.56948380622163,3.31482219402616,13.306947897070327,0.4855396294694978,1025.8893160181306,0.773835477400852,1,0,0,0,0,11000.0,3,0.6,1,0.0,0.0,1,1
Chennai,Tamil Nadu,13.153080635703347,80.32940571298944,11,6,9,24.99958378082518,52.60858771265207,6.535049086827719,12.432228540016185,1.0485103539535015,1001.9394321307651,0.7868949295855098,0,0,1,0,5,11000.0,3,0.6,1,0.0,0.0,2,2
Chennai,Tamil Nadu,13.005645879571341,80.20659896156126,20,0,6,24.787438834165307,72.17566651600639,6.291344918689406,16.593582818784043,3.422824550789377,1016.8460714817658,0.5894517205924761,0,0,1,0,1,11000.0,3,0.6,1,0.0,0.0,0,0
Chennai,Tamil Nadu,13.141671670886971,80.34347094338793,21,3,4,25.84485568462205,45.889344342729764,2.23037111005389,10.698658330774068,0.1573768963717758,1001.9885521697508,0.8732502973711097,0,0,1,0,4,11000.0,3,0.6,1,0.0,0.0,2,2
Chennai,Tamil Nadu,13.134367000872588,80.24301385185157,8,5,6,32.48422985843238,69.62107895598673,1.5660003530427482,15.187315666380336,1.0079430199905985,1020.1287398071682,0.43255850943401936,0,0,0,1,0,11000.0,3,0.6,1,0.0,0.0,1,0
Chennai,Tamil Nadu,13.110284349259834,80.35609885464098,17,2,11,19.891973861303647,82.6821369687327,7.011528497242514,4.6717063081299575,0.4211281544474473,1010.9344479845782,0.7644090496006573,1,0,0,0,0,11000.0,3,0.6,1,0.0,0.0,1,1
Chennai,Tamil Nadu,12.992230244888098,80.27014324085577,8,6,9,33.45820512591497,87.15754345861859,5.058862264456019,19.02149348015158,11.798471622496647,1000.5709786856668,0.5658127294781754,0,1,0,0,4,11000.0,3,0.6,1,0.0,0.0,1,2
Chennai,Tamil Nadu,13.127969846860594,80.30080040615371,11,1,12,29.64985812105216,55.75704399139519,13.074886859856598,4.159596923050197,0.19479576696121487,1019.112969531667,0.9715933482090602,0,0,1,0,0,11000.0,3,0.6,1,0.0,0.0,2,2
Chennai,Tamil Nadu,13.158100618782447,80.28684919170713,18,1,3,16.831046760857255,59.135039401091475,2.6397459241874994,6.106130423000742,0.2694144635616489,1016.2944582956417,0.6910401250763356,0,1,0,0,0,11000.0,3,0.6,1,0.0,0.0,1,0
